,user,numeros,comentarios,data
1407,veralaser,666,666,2023-03-25T23:47:31.000Z
1408,jorge_maciel_9152,360,360 unidades,2023-03-25T23:47:57.000Z
1409,yuryfeliciano,388,388,2023-03-25T23:49:10.000Z
1410,edudearruda,361,361,2023-03-25T23:50:10.000Z
1411,franksilav,2181,2181,2023-03-25T23:55:27.000Z
1412,antoniotorrespt,500,500,2023-03-25T23:57:28.000Z
1413,maycon_matheus_17,552,552,2023-03-26T00:02:37.000Z
1414,gabriel_085.011,95,Deduzi q tem 95 confetes,2023-03-26T00:07:54.000Z
1415,evertonpereira195,436,436,2023-03-26T00:11:14.000Z
1416,lucasborgesv,167,167 confetes,2023-03-26T00:13:45.000Z
1417,evekayser,608,608 🙏,2023-03-26T00:17:38.000Z
1418,reginaldosantos5623,427,427,2023-03-26T00:20:16.000Z
1419,demersongomes,543,543 👏,2023-03-26T00:21:44.000Z
1420,aguiar_anaalice,124,124,2023-03-26T00:29:25.000Z
1421,mikaelsilva_2233,358,358,2023-03-26T00:29:35.000Z
1422,lucianapiaz,504,504,2023-03-26T00:31:36.000Z
1423,rick.rfs,410,410,2023-03-26T00:34:55.000Z
1424,rick.rfs,411,411,2023-03-26T00:34:57.000Z
1425,rick.rfs,412,412,2023-03-26T00:35:00.000Z
1426,rick.rfs,413,413,2023-03-26T00:35:09.000Z
1427,rick.rfs,414,414,2023-03-26T00:35:12.000Z
1428,rick.rfs,415,415,2023-03-26T00:35:14.000Z
1429,rick.rfs,440,440,2023-03-26T00:37:18.000Z
1430,rick.rfs,540,540,2023-03-26T00:37:25.000Z
1431,rick.rfs,404,404,2023-03-26T00:37:27.000Z
1432,viniciusabud,659,659,2023-03-26T00:44:16.000Z
1433,luan.tischler,314,314,2023-03-26T00:47:06.000Z
1434,_jhonvalentim,80,80,2023-03-26T00:47:50.000Z
1435,hyagobreis,1487,1487,2023-03-26T00:49:31.000Z
1436,victor.barros.5036,455,455,2023-03-26T00:51:25.000Z
1437,bibielzik,548,548,2023-03-26T00:51:45.000Z
1438,prjomarochaoficial,223,Tem 223,2023-03-26T00:54:35.000Z
1439,caikeaugustos,368,368,2023-03-26T01:01:57.000Z
1440,lipe_ricci,648,648 confetes,2023-03-26T01:05:55.000Z
1441,d._enrick,270,270,2023-03-26T01:06:11.000Z
1442,erosp_gomes,600,600,2023-03-26T01:11:28.000Z
1443,eu.caio_duarte,725,725,2023-03-26T01:22:16.000Z
1444,lukasbuenao,520,mano acho que tem 520,2023-03-26T01:22:16.000Z
1445,samuelsolon,421,421,2023-03-26T01:22:36.000Z
1446,braian.mendes.14473,223,223,2023-03-26T01:24:58.000Z
1447,jonathas_johnny,303,303,2023-03-26T01:27:02.000Z
1448,cleverson_samuel,240,240,2023-03-26T01:27:34.000Z
1449,jfraujo,678,678 bolinhas cravado,2023-03-26T01:34:06.000Z
1450,pedrodantaas,474,474,2023-03-26T01:39:26.000Z
1451,lipedella,594,594 confetes,2023-03-26T01:40:06.000Z
1452,gbbarbosa_ofc,540,540,2023-03-26T01:41:53.000Z
1453,lucasarconti,468,468 confia...,2023-03-26T01:43:04.000Z
1454,wallyson_transportes,420,420,2023-03-26T01:45:00.000Z
1455,elifazalkmim,638,638,2023-03-26T01:45:18.000Z
1456,oficialpatinhas,730,730,2023-03-26T01:46:20.000Z
1457,leandromaganhoto,423,423,2023-03-26T01:47:28.000Z
1458,juninho.omj,812,812,2023-03-26T01:51:17.000Z
1459,luisguii,654,654,2023-03-26T01:55:12.000Z
1460,gabrielcolucci_,692,692,2023-03-26T01:55:38.000Z
1461,rpanonkoVerificado,421,421,2023-03-26T01:59:22.000Z
1462,00__felipe,540,540,2023-03-26T02:00:13.000Z
1463,miria_carvalho7,476,476,2023-03-26T02:01:28.000Z
1464,cayoab,322,322,2023-03-26T02:05:23.000Z
1465,luisenriqueill,489,489,2023-03-26T02:13:09.000Z
1466,douglasjunior186,1050,1050,2023-03-26T02:14:44.000Z
1467,eduardo_alvg,760,760,2023-03-26T02:15:51.000Z
1468,ted_godoy,648,648,2023-03-26T02:20:32.000Z
1469,eu_amilsonsantos,398,398,2023-03-26T02:24:53.000Z
1470,augustocesar200,578,578,2023-03-26T02:25:31.000Z
1471,thiagolimacoelho1207,1123,1123,2023-03-26T02:28:00.000Z
1472,planetadospresentes.loja,379,379,2023-03-26T02:28:15.000Z
1473,lucas_souzamoraes,452,452,2023-03-26T02:28:25.000Z
1474,aleexandrecs,387,387,2023-03-26T02:29:39.000Z
1475,antony_deniel11,396,396,2023-03-26T02:29:44.000Z
1476,aleexandrecs,388,388,2023-03-26T02:30:16.000Z
1477,bigodinhoscarentes,303,303,2023-03-26T02:32:36.000Z
1478,mattheus_vsilva,167,Pelo pote deve por volta de 167.,2023-03-26T02:32:40.000Z
1479,jhonduffeke,462,"462, é isso!!",2023-03-26T02:33:39.000Z
1480,ivan.sdinizs,240,240,2023-03-26T02:33:40.000Z
1481,fernando_guisard,2000,2000,2023-03-26T02:40:07.000Z
1482,jeandre_77,645,645,2023-03-26T02:40:20.000Z
1483,bonfim_fotografo,359,359,2023-03-26T02:41:20.000Z
1484,andrepbarros1,639,639,2023-03-26T02:41:56.000Z
1485,mauriciom.oliveira,1000,1000,2023-03-26T02:48:20.000Z
1486,carlos_alemes,646,646 confetes,2023-03-26T02:52:38.000Z
1487,lucianogrios,537,537,2023-03-26T02:59:40.000Z
1488,manunatacha,570,570,2023-03-26T03:09:45.000Z
1489,luiis.0042_,360,360,2023-03-26T03:10:57.000Z
1490,humbertoassumpcao,416,416 confetes,2023-03-26T03:11:16.000Z
1491,david.alves.07,450,450,2023-03-26T03:28:36.000Z
1492,vegetarigordo,336,336,2023-03-26T03:28:42.000Z
1493,adauto_jr99,326,326,2023-03-26T03:29:48.000Z
1494,fernandomineiro,785,785,2023-03-26T03:42:06.000Z
1495,guipaadilha,415,415,2023-03-26T03:46:05.000Z
1496,ruangbotelho,400,400,2023-03-26T03:48:35.000Z
1497,e.horta,432,432,2023-03-26T03:49:44.000Z
1498,erick_mattos02,96,Tem 96,2023-03-26T03:50:15.000Z
1499,daniel.larusso84,100,100,2023-03-26T03:52:10.000Z
1500,karenellen13,314,314 ..seria genial e muito matemático rs,2023-03-26T03:54:34.000Z
1501,thiagomuggle,244,244,2023-03-26T03:55:01.000Z
1502,hendersonmoulin,243,243,2023-03-26T04:04:35.000Z
1503,val_wes,1,Mais de 1,2023-03-26T04:05:47.000Z
1504,soupaulocavalcanti,275,275 unidades,2023-03-26T04:06:18.000Z
1505,ochagasvictor,250,250,2023-03-26T04:11:05.000Z
1506,genesio_antonio_pretto,612,612 confetes,2023-03-26T04:21:19.000Z
1507,carlosolimpio4,890,890,2023-03-26T04:37:51.000Z
1508,jleao26,788,788,2023-03-26T04:39:25.000Z
1509,fbi_depaula,847,847,2023-03-26T04:44:09.000Z
1510,brunomerlin_,623,623,2023-03-26T05:04:05.000Z
1511,_paulo_antune,182,182,2023-03-26T05:05:22.000Z
1512,galli_henrique,540,540,2023-03-26T05:08:42.000Z
1513,bithen__,360,360,2023-03-26T05:11:47.000Z
1514,diogospazza,572,572,2023-03-26T05:18:41.000Z
1515,tiagovip.milhas,400,400,2023-03-26T05:30:30.000Z
1516,jefferson_lua,234,Acho q tem 234 confetes,2023-03-26T05:40:49.000Z
1517,jose_s_almeida,602,602,2023-03-24T11:03:51.000Z
1518,danjos123,852,852 🔥🔥🔥,2023-03-24T11:04:12.000Z
1519,jaaznascimento,521,521,2023-03-24T11:04:28.000Z
1520,eliel.jpg,515,515,2023-03-24T11:07:30.000Z
1521,william.viegascaldeira,384,384,2023-03-24T11:12:29.000Z
1522,napoleao_junior,800,Tem 800,2023-03-24T11:15:08.000Z
1523,ruiwilsonribeiro,268,268 unidades,2023-03-24T11:16:02.000Z
1524,michelebenficaunhas,172,172,2023-03-24T11:16:38.000Z
1525,joinviny01,876,876,2023-03-24T11:17:59.000Z
1526,evertonmjr,456,456,2023-03-24T11:21:53.000Z
1527,juliano_possato,1320,1320,2023-03-24T11:22:54.000Z
1528,rhicardo_faria,714,714,2023-03-24T11:22:55.000Z
1529,rodrigodeolir,342,342,2023-03-24T11:24:43.000Z
1530,nerosued,397,397,2023-03-24T11:26:08.000Z
1531,mariliahsant,1300,Com amendoim ou sem amendoim? Kkk eu chuto  aprox 1300,2023-03-24T11:26:21.000Z
1532,livianascimento_o,1784,1784,2023-03-24T11:26:36.000Z
1533,davimarinhodsm,393,393,2023-03-24T11:27:23.000Z
1534,alex_max7,367,367,2023-03-24T11:28:08.000Z
1535,david.porto.94,503,503,2023-03-24T11:28:38.000Z
1536,fbmoroni,275,275,2023-03-24T11:32:03.000Z
1537,millardigor,283,283,2023-03-24T11:32:29.000Z
1538,gabriel_tui,500,500,2023-03-24T11:33:02.000Z
1539,moises.mgf,320,320,2023-03-24T11:33:25.000Z
1540,oliferneto,302,302,2023-03-24T11:35:05.000Z
1541,julianojahn,420,420 confetis 👍🏼👍🏼👍🏼👍🏼,2023-03-24T11:35:05.000Z
1542,yurigomes8,325,325,2023-03-24T11:35:25.000Z
1543,leandroadamante,285,285,2023-03-24T11:36:16.000Z
1544,mksepol,382,382,2023-03-24T11:37:31.000Z
1545,jhonatan.1997_,785,785,2023-03-24T11:38:16.000Z
1546,marcusvtoniatti,684,684,2023-03-24T11:39:33.000Z
1547,pedrolalli,487,487,2023-03-24T11:41:43.000Z
1548,pedrosleague,324,324,2023-03-24T11:41:57.000Z
1549,patrickdellanhol,423,423,2023-03-24T11:42:34.000Z
1550,thiagobragaz,648,648,2023-03-24T11:42:58.000Z
1551,dennis_allisson,360,360,2023-03-24T11:43:16.000Z
1552,rodrigo.silvasouza.98,155,155 cravado,2023-03-24T11:43:44.000Z
1553,marcio_melk,488,488,2023-03-24T11:45:41.000Z
1554,guisouza.oli,400,400,2023-03-24T11:46:40.000Z
1555,open_to_grow,396,396,2023-03-24T11:48:28.000Z
1556,mvcpereira,523,523,2023-03-24T11:50:57.000Z
1557,vfranca11,422,422,2023-03-24T11:51:02.000Z
1558,sergiomurilooficial,254,254,2023-03-24T11:52:15.000Z
1559,igorr.amorim,397,397,2023-03-24T11:52:27.000Z
1560,fontinele_pedro,253,253,2023-03-24T11:53:14.000Z
1561,erikmizael,186,186,2023-03-24T11:53:33.000Z
1562,fdiegosilvaa,321,321.,2023-03-24T11:55:49.000Z
1563,desouza_thur,392,392,2023-03-24T11:59:01.000Z
1564,jpcabreu,838,838,2023-03-24T12:00:06.000Z
1565,joao_vitor_guimaraes_,661,661,2023-03-24T12:00:30.000Z
1566,gus.dsilva,411,411,2023-03-24T12:00:31.000Z
1567,francistk1,6160,6160,2023-03-24T12:01:32.000Z
1568,diegodosreiss,504,504,2023-03-24T12:02:44.000Z
1569,isepinheiro,330,330,2023-03-24T12:04:03.000Z
1570,resilientefinanceiro,146,146,2023-03-24T12:04:28.000Z
1571,rafaelffontana,360,360,2023-03-24T12:05:43.000Z
1572,leosanraf,387,387,2023-03-24T12:06:39.000Z
1573,waltermatos75,175,175,2023-03-24T12:07:20.000Z
1574,bregnolli,495,495,2023-03-24T12:09:18.000Z
1575,rdrh01,306,306,2023-03-24T12:09:40.000Z
1576,angelosaint,527,527,2023-03-24T12:10:41.000Z
1577,kevinmaced0,350,350,2023-03-24T12:10:43.000Z
1578,victorbramos,400,400 pai,2023-03-24T12:11:51.000Z
1579,fernandotavarestc,563,563,2023-03-24T12:13:00.000Z
1580,isac__f,382,382,2023-03-24T12:14:01.000Z
1581,gessicaveludo,350,350,2023-03-24T12:14:29.000Z
1582,deassis300570,630,630,2023-03-24T12:17:54.000Z
1583,welbertws,313,313 🔥,2023-03-24T12:19:31.000Z
1584,kaiquemg,396,396 🙋🏻‍♂️,2023-03-24T12:19:39.000Z
1585,edukarvalhos,220,220 mando a chave pix ou vai  fazer transferência? 😂😂😂😂,2023-03-24T12:21:07.000Z
1586,andreluizbarrosdejesus,347,347 já ganhei,2023-03-24T12:21:13.000Z
1587,gabrielvillar_broker,421,421,2023-03-24T12:23:33.000Z
1588,guilherme_bianque,288,288,2023-03-24T12:24:08.000Z
1589,joao_max01,493,493,2023-03-24T12:26:35.000Z
1590,cfbn0,454,454,2023-03-24T12:28:23.000Z
1591,gabrielneiva_c,467,467,2023-03-24T12:29:34.000Z
1592,cgb.math,548,548,2023-03-24T12:34:46.000Z
1593,jana.siqueira_,773,773,2023-03-24T12:35:22.000Z
1594,igorborg,621,621,2023-03-24T12:35:54.000Z
1595,fsantos_guilherme,378,378. Já vou deixar meu pix. 😂,2023-03-24T12:36:47.000Z
1596,alhohne,787,787,2023-03-24T12:37:08.000Z
1597,hugovanelli,321,321,2023-03-24T12:38:15.000Z
1598,leotqrj,900,900,2023-03-24T12:38:48.000Z
1599,abril_123421,732,732. 👊🏼Confia,2023-03-24T12:39:10.000Z
1600,juanmmachado,332,332,2023-03-24T12:39:28.000Z
1601,marcos.aguiarm,615,615,2023-03-24T12:40:38.000Z
1602,copyzag,442,442,2023-03-24T12:40:42.000Z
1603,victorkoch_,384,384,2023-03-24T12:41:11.000Z
1604,anp_vbrasil_novafriburgo,240,240,2023-03-24T12:43:51.000Z
1605,luizg.assis,300,300,2023-03-24T12:45:43.000Z
1606,sidneybarreto,778,778,2023-03-24T12:46:33.000Z
1607,carlosfonseca1109,584,584,2023-03-24T12:50:03.000Z
1608,tavares_patrik,230,230,2023-03-24T12:51:58.000Z
1609,andersonmensch64,328,328,2023-03-24T12:52:23.000Z
1610,_antoniolopes_,415,415,2023-03-24T12:55:32.000Z
1611,anjosgustavo04,150,150,2023-03-24T12:57:08.000Z
1612,girudniki,200,200 M&M's ❤️,2023-03-24T12:57:45.000Z
1613,genariodelgado,514,514,2023-03-24T12:58:23.000Z
1614,marcello_land_lombardo,372,372,2023-03-24T12:58:52.000Z
1615,rafaelmoreira_c,223,223,2023-03-24T13:00:11.000Z
1616,herberthaalvess,1202,1202 confetes,2023-03-24T13:00:47.000Z
1617,marcos3991,407,407,2023-03-24T13:01:27.000Z
1618,pauloo_roberto04,264,264,2023-03-24T13:03:25.000Z
1619,bysofiaapena,650,650,2023-03-24T13:06:07.000Z
1620,drmarcobianco,1140,1140,2023-03-24T13:07:40.000Z
1621,joao_torres_,576,576,2023-03-24T13:08:46.000Z
1622,juliopinheirogaspar,600,600 confetes,2023-03-24T13:09:43.000Z
1623,miguel.junior.miguel,288,288 Exato,2023-03-24T13:10:45.000Z
1624,fabianoacsx,351,351,2023-03-24T13:10:48.000Z
1625,leozanhaxx,421,421,2023-03-24T13:11:21.000Z
1626,jg.guapo,330,330,2023-03-24T13:17:15.000Z
1627,samuelantoni0,380,380,2023-03-24T13:17:49.000Z
1628,vinihsj,521,@leandro.varos preciso da informação do raio desse confete ... Então vou calcular o volume de cada confete... E posteriormente quantos confetes cabem dentro de um cubo (pois fica espaços entre os confetes)... Depois calcularei quantos cubos cabem dentro do volume deste prisma e após todos esses resultados vou chutar  521 (quinhentos e vinte e um),2023-03-24T13:18:06.000Z
1629,gustavoamorimst,754,754,2023-03-24T13:18:35.000Z
1630,l.luketaa,286,286,2023-03-24T13:23:11.000Z
1631,wesley_griebeler,494,494,2023-03-24T13:24:22.000Z
1632,pedrohenriquesdd,396,396,2023-03-24T13:27:11.000Z
1633,eduardojorgecp,479,479,2023-03-24T13:27:46.000Z
1634,tiagolucas152018,540,540,2023-03-24T13:28:54.000Z
1635,lopes_ismael_,360,360,2023-03-24T13:31:58.000Z
1636,kleber_mondlane,375,375,2023-03-24T13:32:02.000Z
1637,andrezii,532,532,2023-03-24T13:34:24.000Z
1638,bru_unars,370,370,2023-03-24T13:34:44.000Z
1639,andrezii,2440,Foda é que depois de 2440 comentarios é dificil saber se alguem ja falou meu palpite kkkkkkkk,2023-03-24T13:36:58.000Z
1640,j.bassani,302,302,2023-03-24T13:37:26.000Z
1641,renanreisro,540,540,2023-03-24T13:37:46.000Z
1642,antoniosoccol,586,586,2023-03-24T13:39:00.000Z
1643,marcosfelipe.ofc,1004,1004 unidades,2023-03-24T13:39:22.000Z
1644,__wellingtongomes,670,Tem 670,2023-03-24T13:40:20.000Z
1645,lari_nunes,400,400,2023-03-24T13:40:42.000Z
1646,enzorossi._,537,537 !,2023-03-24T13:40:53.000Z
1647,eduardovieir_,360,360,2023-03-24T13:44:31.000Z
1648,renan_olliveira_,263,263!!,2023-03-24T13:44:49.000Z
1649,gabrielbraz869,347,347,2023-03-24T13:47:12.000Z
1650,maurospra,768,768,2023-03-24T13:47:55.000Z
1651,carlosalbertocruz,3000,3000,2023-03-24T13:47:55.000Z
1652,maicvalentim,480,480,2023-03-24T13:50:41.000Z
1653,lucas.varos,457,457,2023-03-24T13:51:08.000Z
1654,alissongrings,602,602,2023-03-24T13:51:33.000Z
1655,kitleu,624,624,2023-03-24T13:52:22.000Z
1656,matheuskrauss,360,360,2023-03-24T13:53:31.000Z
1657,ajosimarsousa,551,551 confetes!,2023-03-24T13:55:02.000Z
1658,__danchaves,386,386,2023-03-24T13:55:54.000Z
1659,uriamalfi,420,420,2023-03-24T13:56:38.000Z
1660,well_fferreira,397,397,2023-03-24T13:58:56.000Z
1661,jjoaomarcosreis,192,192,2023-03-24T13:59:16.000Z
1662,marcusb2bell,734,Tem 734 confetes,2023-03-24T14:01:15.000Z
1663,gustavodcosta,288,288,2023-03-24T14:01:33.000Z
1664,reis.haryssond,250,250,2023-03-24T14:03:12.000Z
1665,felipeddalaqua,337,337,2023-03-24T14:03:49.000Z
1666,michela_mithi,702,702 porque vc comeu em algum momento alguns confetes quando estava abrindo os pacotinhos e descompletou.,2023-03-24T14:05:52.000Z
1667,arthurpozzi_,114,114 confetes,2023-03-24T14:07:31.000Z
1668,gt_nba,350,350,2023-03-24T14:07:40.000Z
1669,gulloeduardoo,112,112,2023-03-24T14:08:58.000Z
1670,layssarezend,572,572,2023-03-24T14:09:50.000Z
1671,gabriel.alves.pereira,327,327,2023-03-24T14:12:36.000Z
1672,deboraqueirozdasilva,580,580,2023-03-24T14:14:13.000Z
1673,carollbarbeito,623,623,2023-03-24T14:14:33.000Z
1674,jefferson_ferreira0695,300,300 unidades,2023-03-24T14:17:50.000Z
1675,teusamaral,373,373,2023-03-24T14:20:31.000Z
1676,leomilane,240,240,2023-03-24T14:22:33.000Z
1677,danielbritoff,650,650,2023-03-24T14:23:27.000Z
1678,lenoncd,437,437,2023-03-24T14:24:45.000Z
1679,francinir,210,210,2023-03-24T14:30:51.000Z
1680,ronnepeixoto,364,364,2023-03-24T14:31:08.000Z
1681,leandrojcsilva,223,223,2023-03-24T14:31:21.000Z
1682,julio_lucena_npa,540,540,2023-03-24T14:31:28.000Z
1683,diegofeitosa13,364,364 🔥🔥🔥🔥,2023-03-24T14:35:24.000Z
1684,srdanielmarques,278,278,2023-03-24T14:35:26.000Z
1685,weuu_s2,476,476,2023-03-24T14:37:44.000Z
1686,tassiofonseca,532,532,2023-03-24T14:40:34.000Z
1687,vaccari_stu,187,187,2023-03-24T14:41:57.000Z
1688,ronan.lima_,365,365,2023-03-24T14:46:18.000Z
1689,joaoguigarcia,200,200,2023-03-24T14:49:43.000Z
1690,henryyuri.live,180,180,2023-03-24T14:53:54.000Z
1691,richardkcampos,562,562,2023-03-24T14:58:14.000Z
1692,pablowestinm,680,680,2023-03-24T15:00:41.000Z
1693,claudimarmarim,540,540,2023-03-24T15:00:42.000Z
1694,gilsival_nepomuceno,432,432,2023-03-24T15:01:10.000Z
1695,grafrafael91,398,398,2023-03-24T15:01:22.000Z
1696,mcouto_g,540,540,2023-03-24T15:02:05.000Z
1697,rodolfo.ribeiro_,445,445,2023-03-24T15:02:09.000Z
1698,feliperosazz,647,647,2023-03-24T15:02:14.000Z
1699,vitorapessoa,432,432,2023-03-24T15:05:53.000Z
1700,elcamaronzin,374,374,2023-03-24T15:06:39.000Z
1701,privscarolzinhaa,348,348,2023-03-24T15:10:54.000Z
1702,miguelcamparaespindola,450,450,2023-03-24T15:11:31.000Z
1703,o_santo_s,563,563,2023-03-24T15:12:39.000Z
1704,marcosdomingos21,1081,1081,2023-03-24T15:16:13.000Z
1705,edukarvalhos,220,220 mando a chave pix ou vai  fazer transferência? 😂😂😂😂,2023-03-24T15:17:24.000Z
1706,gleiverson_duarte,398,398,2023-03-24T15:18:47.000Z
1707,joaoguigas,487,487,2023-03-24T15:18:50.000Z
1708,abptomas,400,400,2023-03-24T15:19:22.000Z
1709,gabrieldandrea_,432,432,2023-03-24T15:21:10.000Z
1710,gabriel.santosvp,188,188,2023-03-24T15:21:31.000Z
1711,g_tavarees,534,534,2023-03-24T15:22:03.000Z
1712,vitorfrancisco_ofc,441,441,2023-03-24T15:24:50.000Z
1713,vitorfrancisco_ofc,1441,1441,2023-03-24T15:24:54.000Z
1714,vitorfrancisco_ofc,889,889,2023-03-24T15:24:56.000Z
1715,vitorfrancisco_ofc,673,673,2023-03-24T15:24:59.000Z
1716,dinislobo,637,637,2023-03-24T15:26:26.000Z
1717,alexsz.11,987,987,2023-03-24T15:26:47.000Z
1718,kelita.br,204,204,2023-03-24T15:27:24.000Z
1719,wandsleysousa,435,435,2023-03-24T15:28:24.000Z
1720,augustus_mihalopoulos,396,396,2023-03-24T15:29:16.000Z
1721,augustus_mihalopoulos,398,398,2023-03-24T15:29:30.000Z
1722,augustus_mihalopoulos,397,397,2023-03-24T15:29:35.000Z
1723,augustus_mihalopoulos,395,395,2023-03-24T15:29:39.000Z
1724,augustus_mihalopoulos,394,394,2023-03-24T15:29:44.000Z
1725,augustus_mihalopoulos,411,411,2023-03-24T15:30:17.000Z
1726,augustus_mihalopoulos,412,412,2023-03-24T15:30:21.000Z
1727,thiago.freccia,464,464,2023-03-24T15:30:22.000Z
1728,edwardfish_br,688,688,2023-03-24T15:30:41.000Z
1729,lourdes_esteves,666,666,2023-03-24T15:30:48.000Z
1730,fernandogrferreira,372,372,2023-03-24T15:31:08.000Z
1731,1gilmarsilva,344,344,2023-03-24T15:31:35.000Z
1732,andrsalves,610,610,2023-03-24T15:31:44.000Z
1733,mcnick1780,330,330,2023-03-24T15:38:21.000Z
1734,danielhiggie,474,474,2023-03-24T15:38:54.000Z
1735,haroldoan,399,399,2023-03-24T15:39:29.000Z
1736,fabiodozzademiranda,643,643,2023-03-24T15:40:04.000Z
1737,sccpatrick,434,434,2023-03-24T15:41:01.000Z
1738,nicolasemid89,524,"524,confia",2023-03-24T15:41:39.000Z
1739,pauladbzago,1001,1001,2023-03-24T15:46:16.000Z
1740,gustavopluz,280,280,2023-03-24T15:47:15.000Z
1741,jpfilocre,540,"540 pelo ""olhometro"" e também por achar que o peso do boi pode ser uma dica",2023-03-24T15:47:37.000Z
1742,renanderaiz,732,732,2023-03-24T15:52:53.000Z
1743,jonatasteixeiralages,325,325 confetes,2023-03-24T15:54:32.000Z
1744,guilhermesilveiraof,547,547,2023-03-24T15:59:19.000Z
1745,resende7913,540,540,2023-03-24T15:59:48.000Z
1746,helred1221,137,"meu chute é de 137, bora ver",2023-03-24T16:00:46.000Z
1747,ulisses_pinturas_,540,540,2023-03-24T16:01:35.000Z
1748,weskley_mf,515,515,2023-03-24T16:02:06.000Z
1749,jhoni_benetti,276,276,2023-03-24T16:05:07.000Z
1750,ambientelobo,704,704,2023-03-24T16:08:48.000Z
1751,byllydjol,330,eu fiz uns cauculos multiplicando as fileira o resultado foi 330 nao exato pq as balas tem tamanhos diferentes,2023-03-24T16:08:52.000Z
1752,marimerakipd,526,526,2023-03-24T16:11:09.000Z
1753,carpes_guilherme,633,633,2023-03-24T16:11:12.000Z
1754,eliasjuniorbrito,750,750 M&M,2023-03-24T16:12:23.000Z
1755,mateus4lmeida,470,470,2023-03-24T16:12:42.000Z
1756,marcos_8838a,450,450!,2023-03-24T16:13:38.000Z
1757,leonardo.pagotto,340,340,2023-03-24T16:15:14.000Z
1758,getcoelho,540,540 🔥,2023-03-24T16:16:18.000Z
1759,bruno.faioes,413,413,2023-03-24T16:16:44.000Z
1760,ailtonramoss,144,144 confetes ✅,2023-03-24T16:17:26.000Z
1761,leonardoramos3597,372,372,2023-03-24T16:22:32.000Z
1762,davidcd_s,250,250,2023-03-24T16:23:13.000Z
1763,farneyvictor,217,217,2023-03-24T16:23:23.000Z
1764,milennagb,327,327,2023-03-24T16:23:25.000Z
1765,kadruardo,571,571,2023-03-24T16:24:54.000Z
1766,biehenriq,237,237,2023-03-24T16:28:09.000Z
1767,ieflep,157,157,2023-03-24T16:29:13.000Z
1768,pollux1172,375,375 confetes,2023-03-24T16:29:38.000Z
1769,moreiraz08,202,202,2023-03-24T16:31:10.000Z
1770,joaovqueirozl,486,486,2023-03-24T16:31:29.000Z
1771,lucianodeaira,365,Não é viesado. Não serve tentar quebrar a banca com chutes de valores imensos. 365,2023-03-24T16:33:46.000Z
1772,alexandrebonadiman11,630,630,2023-03-24T16:38:28.000Z
1773,bs_junin,542,542,2023-03-24T16:38:49.000Z
1774,paulo_gabrielk,365,365,2023-03-24T16:39:20.000Z
1775,guilherme.fmelo,547,547,2023-03-24T16:41:04.000Z
1776,amcavalcantelim,171,171,2023-03-24T16:41:48.000Z
1777,lucas.ferreira70,360,360,2023-03-24T16:42:25.000Z
1778,o.gabriel.levy,189,189,2023-03-24T16:44:35.000Z
1779,g.am0rim,541,541,2023-03-24T16:44:44.000Z
1780,wagnerbruno,188,188,2023-03-24T16:44:45.000Z
1781,tarcisioo.mf,361,361,2023-03-24T16:45:34.000Z
1782,gustavo_rodrrigues,432,432,2023-03-24T16:46:25.000Z
1783,__lucasvieira__,362,362,2023-03-24T16:48:20.000Z
1784,deividallievi,575,575,2023-03-24T16:51:15.000Z
1785,ffnunes17,620,620,2023-03-24T16:52:08.000Z
1786,fernandosf15,148,148,2023-03-24T16:52:34.000Z
1787,allexandre_menezes,333,333,2023-03-24T16:52:42.000Z
1788,max.suel2048,396,396 confetes,2023-03-24T16:54:04.000Z
1789,andersonsilva5434,278,278,2023-03-24T16:54:15.000Z
1790,dr.georgepatrick,555,555,2023-03-24T16:55:24.000Z
1791,abhay_brazao,408,408,2023-03-24T16:56:52.000Z
1792,tk_bitencourt,634,634,2023-03-24T16:58:01.000Z
1793,bruno_dv364,243,243 mm,2023-03-24T16:58:07.000Z
1794,gui_kuran,600,600 confetes,2023-03-24T16:58:35.000Z
1795,lucasfelipefr,458,458,2023-03-24T16:59:47.000Z
1796,desso_proni,617,"617 confetes, xupa matemáticos de plantão kkkkk",2023-03-24T17:01:31.000Z
1797,nico10araujo,259,259,2023-03-24T17:02:06.000Z
1798,cesar_bertolo,834,834,2023-03-24T17:04:24.000Z
1799,raquelshalom,484,484,2023-03-24T17:07:22.000Z
